hash,ncoeff,n_train,test_energy_mae_per_atom_eV,test_energy_rmse_per_atom_eV,fit_time_s,meets_all_criteria,error_from_fit,rcut,regularization,weight_energy,weight_force,bessel_polynomial_degree,inverse_polynomial_degree,two_body_radial,three_body_radial,three_body_angular,four_body_radial,four_body_angular,five_body_radial,five_body_angular,six_body_radial,six_body_angular,seven_body_radial,seven_body_angular,tblg_21.78_converged,tblg_21.78_fmax_initial,tblg_21.78_fmax_after,tblg_21.78_ab_separation,tblg_21.78_aa_separation,tblg_21.78_ab_in_target,tblg_21.78_aa_in_target,tblg_21.78_error,tblg_9.43_converged,tblg_9.43_fmax_initial,tblg_9.43_fmax_after,tblg_9.43_ab_separation,tblg_9.43_aa_separation,tblg_9.43_ab_in_target,tblg_9.43_aa_in_target,tblg_9.43_error
294593c6d8cbf243,75,714,nan,nan,4.734409332275391,False,,6.0,1e-12,1000.0,1.0,0,8,10,8,6,2,2,0,0,0,0,0,0,False,nan,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR on proc 0: Non-numeric atom coords - simulation unstable (src/domain.cpp:790)

--- diagnostics ---
Structure: N=28 atoms, z span [20.0000, 23.3500] Å
Min pairwise distance (ra",False,nan,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR on proc 0: Non-numeric atom coords - simulation unstable (src/domain.cpp:790)

--- diagnostics ---
Structure: N=148 atoms, z span [20.0000, 23.3500] Å
Min pairwise distance (r"
f91944ab92326faf,41,714,0.0009314840115335842,0.0019404208754408058,1.4871532917022705,False,,6.0,1e-12,1000.0,1.0,0,14,8,8,2,2,2,0,0,0,0,0,0,True,0.0862475312134497,0.0023262273929095675,3.444138653053713,3.464092954826313,True,False,,False,0.08997869155778092,3.0202007553283123,0.03388235975335263,5.824550711481841,False,False,
85e41d97b26ee527,101,714,nan,nan,9.715245246887207,False,,6.0,1e-12,1000.0,1.0,0,8,12,10,6,2,2,2,2,0,0,0,0,False,nan,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR on proc 0: Non-numeric atom coords - simulation unstable (src/domain.cpp:790)

--- diagnostics ---
Structure: N=28 atoms, z span [20.0000, 23.3500] Å
Min pairwise distance (ra",False,nan,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR on proc 0: Non-numeric atom coords - simulation unstable (src/domain.cpp:790)

--- diagnostics ---
Structure: N=148 atoms, z span [20.0000, 23.3500] Å
Min pairwise distance (r"
4e568e083d15806a,149,714,0.0012747843043471132,0.0055745666587568195,4.772300958633423,False,,6.0,1e-12,1000.0,1.0,2,10,10,8,4,8,2,6,2,0,0,0,0,False,0.8063657986979695,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 28 current 4 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.01

--- diagnostics ---
Structure: N=28 atoms, z span [20.0000, 23.3500] Å
Min pairwi",False,0.6849260834488746,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 148 current 42 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.0

--- diagnostics ---
Structure: N=148 atoms, z span [20.0000, 23.3500] Å
Min pair"
195c2cde80e8eb2a,81,714,0.0012883162330811328,0.008356643258389631,3.533064842224121,False,,6.0,1e-12,1000.0,1.0,4,8,12,10,4,2,2,2,2,0,0,0,0,False,0.1626307980483387,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 28 current 0 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.01

--- diagnostics ---
Structure: N=28 atoms, z span [20.0000, 23.3500] Å
Min pairwi",False,0.11720617662357681,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 148 current 2 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.01

--- diagnostics ---
Structure: N=148 atoms, z span [20.0000, 23.3500] Å
Min pair"
7ed2078ad6302efe,137,714,nan,nan,10.921037673950195,False,,6.0,1e-12,1000.0,1.0,0,10,12,10,6,4,4,2,2,0,0,0,0,False,6.478306259243631,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 28 current 2 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.01

--- diagnostics ---
Structure: N=28 atoms, z span [20.0000, 23.3500] Å
Min pairwi",False,6.161503065578794,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 148 current 1 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.01

--- diagnostics ---
Structure: N=148 atoms, z span [20.0000, 23.3500] Å
Min pair"
cb05575ffda14f03,109,714,,,,False,FileNotFoundError: C_coefficients.pod not found.,6.0,1e-12,1000.0,1.0,0,12,8,8,2,4,4,4,2,0,0,0,0,,,,,,,,,,,,,,,,
f543c2cf505a9906,29,714,0.004034534916002509,0.006065774801886938,1.24955415725708,False,,6.0,1e-12,1000.0,1.0,0,8,4,2,2,2,2,2,2,0,0,0,0,True,0.27096995218574,0.002900008703760037,2.729799347086889,2.761195925195093,False,False,,True,0.2962931136306937,0.004054881784812978,2.641932616430015,2.875445325768318,False,False,
81ab66bb83a92895,51,714,nan,nan,2.304938793182373,False,,6.0,1e-12,1000.0,1.0,0,10,12,4,4,2,2,2,2,0,0,0,0,False,3534.2648485752475,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 28 current 0 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.01

--- diagnostics ---
Structure: N=28 atoms, z span [20.0000, 23.3500] Å
Min pairwi",False,3534.248373464081,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 148 current 3 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.01

--- diagnostics ---
Structure: N=148 atoms, z span [20.0000, 23.3500] Å
Min pair"
4112d4898c93055b,91,714,0.0013568333024061418,0.007298045851116651,5.490659475326538,False,,6.0,1e-12,1000.0,1.0,2,10,6,6,4,4,4,2,2,0,0,0,0,False,0.3650722211126802,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 28 current 2 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.01

--- diagnostics ---
Structure: N=28 atoms, z span [20.0000, 23.3500] Å
Min pairwi",False,0.28880899601097443,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 148 current 76 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.0

--- diagnostics ---
Structure: N=148 atoms, z span [20.0000, 23.3500] Å
Min pair"
e37e54abdf196c4f,103,714,0.00086798603024762,0.0015100629171331402,5.621235370635986,False,,6.0,1e-12,1000.0,1.0,4,10,6,4,4,4,4,4,2,0,0,0,0,False,0.17920312219900203,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 28 current 4 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.01

--- diagnostics ---
Structure: N=28 atoms, z span [20.0000, 23.3500] Å
Min pairwi",False,0.10516758295107184,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 148 current 2 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.01

--- diagnostics ---
Structure: N=148 atoms, z span [20.0000, 23.3500] Å
Min pair"
5972cc0314917239,83,714,0.0013254587940653264,0.006123191685452685,8.30521535873413,False,,6.0,1e-12,1000.0,1.0,2,14,10,8,4,8,2,0,0,0,0,0,0,False,0.27911837844396115,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 28 current 14 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.01

--- diagnostics ---
Structure: N=28 atoms, z span [20.0000, 23.3500] Å
Min pairw",False,0.2622008100504746,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 148 current 24 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.0

--- diagnostics ---
Structure: N=148 atoms, z span [20.0000, 23.3500] Å
Min pair"
cd7e7ce356d3fc2a,65,714,0.0009929307098083724,0.003263778993456391,5.4803102016448975,False,,6.0,1e-12,1000.0,1.0,0,12,8,6,4,4,2,2,2,0,0,0,0,True,0.11850902004546655,0.002754775240373597,3.451235543810558,3.5225610294196272,True,True,,True,0.09760782972446519,0.007967895231363334,-2.654562324791563,10.559360858524482,False,False,
f2e9741a21070c42,131,714,,,,False,FileNotFoundError: C_coefficients.pod not found.,6.0,1e-12,1000.0,1.0,0,12,8,8,2,8,4,2,2,0,0,0,0,,,,,,,,,,,,,,,,
e39ab8378d03cdde,43,714,0.0015444102876208464,0.005096867389287014,1.5798437595367432,False,,6.0,1e-12,1000.0,1.0,2,8,6,6,2,2,2,2,2,0,0,0,0,True,0.2916100022077101,0.0031640629166638417,3.5737008285194563,3.5833741289742527,False,True,,False,0.2894222035173146,0.044646121156462236,3.5626386191358677,3.586152052311629,False,True,
30fd3e28110fd5cd,35,714,0.002817901087196601,0.005455577742832654,1.404179573059082,False,,6.0,1e-12,1000.0,1.0,0,12,4,4,2,2,2,2,2,0,0,0,0,False,0.38549349519605225,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 28 current 3 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.01

--- diagnostics ---
Structure: N=28 atoms, z span [20.0000, 23.3500] Å
Min pairwi",False,0.28058599039781756,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 148 current 6 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.01

--- diagnostics ---
Structure: N=148 atoms, z span [20.0000, 23.3500] Å
Min pair"
f8bbbd170c5e54f0,55,714,0.0011338220388151686,0.0048155032780916335,4.421374559402466,False,,6.0,1e-12,1000.0,1.0,2,12,12,6,6,0,0,0,0,0,0,0,0,True,0.18685490046576442,0.0026405192895710863,3.405452993811288,3.50954434402588,True,True,,True,0.1574348380996777,0.0016945752870059763,2.4129777223622284,6.742919761715626,False,False,
eee974912223c9ee,93,714,0.0012385596975639209,0.006724228139005348,4.806861162185669,False,,6.0,1e-12,1000.0,1.0,0,12,10,8,6,4,2,2,2,0,0,0,0,False,0.44304877502457407,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 28 current 0 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.01

--- diagnostics ---
Structure: N=28 atoms, z span [20.0000, 23.3500] Å
Min pairwi",False,0.3408015948787434,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 148 current 2 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.01

--- diagnostics ---
Structure: N=148 atoms, z span [20.0000, 23.3500] Å
Min pair"
094f793b68df6aea,95,714,,,,False,FileNotFoundError: C_coefficients.pod not found.,6.0,1e-12,1000.0,1.0,2,12,6,4,2,4,4,4,2,0,0,0,0,,,,,,,,,,,,,,,,
eae5c82b1aa4396f,75,714,0.0011435744647626048,0.0054626794521591745,3.2872073650360107,False,,6.0,1e-12,1000.0,1.0,2,8,12,10,2,8,2,0,0,0,0,0,0,True,0.15747265562802387,0.0027132571566548247,3.441132204202699,3.4756381378432373,True,False,,False,0.12061895979962937,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 148 current 0 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.01

--- diagnostics ---
Structure: N=148 atoms, z span [20.0000, 23.3500] Å
Min pair"
8a0dfac12ca50cc4,47,714,0.0014245304762872887,0.008232683752073481,2.2894012928009033,False,,6.0,1e-12,1000.0,1.0,4,10,8,4,2,4,2,2,2,0,0,0,0,False,0.08148222587616938,0.026323221532489276,3.465378812076704,3.486348905312912,True,False,,False,0.08838802932786001,0.020947916477250268,2.720418859369488,6.402308313459052,False,False,
e726147b71bf7728,79,714,0.0013920479271151505,0.007456589368554723,3.7821686267852783,False,,6.0,1e-12,1000.0,1.0,2,10,12,10,4,4,2,0,0,0,0,0,0,False,0.33286079444250266,0.024967540392159062,3.1825173844084205,8.048934538803081,False,False,,False,0.2928400843982504,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 148 current 2 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.01

--- diagnostics ---
Structure: N=148 atoms, z span [20.0000, 23.3500] Å
Min pair"
5d951ebde4d85260,91,714,0.0010151740650707671,0.005548508191505748,2.4832170009613037,False,,6.0,1e-12,1000.0,1.0,0,12,12,10,2,4,2,4,2,0,0,0,0,False,0.6939800535237939,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 28 current 2 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.01

--- diagnostics ---
Structure: N=28 atoms, z span [20.0000, 23.3500] Å
Min pairwi",False,0.47046935768371406,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 148 current 8 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.01

--- diagnostics ---
Structure: N=148 atoms, z span [20.0000, 23.3500] Å
Min pair"
17ce0d50e7e07d8b,95,714,,,,False,FileNotFoundError: C_coefficients.pod not found.,6.0,1e-12,1000.0,1.0,0,10,6,4,2,4,4,4,2,0,0,0,0,,,,,,,,,,,,,,,,
6ad2c920af214583,71,714,0.0012075231637255824,0.005824631531191224,2.5998611450195312,False,,6.0,1e-12,1000.0,1.0,2,14,12,8,4,2,2,2,2,0,0,0,0,True,0.080557311519284,0.002624841434981639,3.472513042963392,3.5173535264609477,True,True,,False,0.12806535972589822,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 148 current 56 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.0

--- diagnostics ---
Structure: N=148 atoms, z span [20.0000, 23.3500] Å
Min pair"
7ec1c35e1fe24f6c,71,714,,,,False,FileNotFoundError: C_coefficients.pod not found.,6.0,1e-12,1000.0,1.0,4,10,4,4,2,4,4,2,2,0,0,0,0,,,,,,,,,,,,,,,,
84219d606b3fd591,153,714,,,,False,FileNotFoundError: C_coefficients.pod not found.,6.0,1e-12,1000.0,1.0,6,8,8,8,2,8,4,4,2,0,0,0,0,,,,,,,,,,,,,,,,
b9cf5c0639738b5f,131,714,0.0017524085492504336,0.008829171640068212,7.147018194198608,False,,6.0,1e-12,1000.0,1.0,6,10,12,6,6,4,4,4,2,0,0,0,0,False,0.235129444503324,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 28 current 0 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.01

--- diagnostics ---
Structure: N=28 atoms, z span [20.0000, 23.3500] Å
Min pairwi",False,0.2662939688864605,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 148 current 14 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.0

--- diagnostics ---
Structure: N=148 atoms, z span [20.0000, 23.3500] Å
Min pair"
6d8c78b8c6873ebf,73,714,,,,False,FileNotFoundError: C_coefficients.pod not found.,6.0,1e-12,1000.0,1.0,6,10,10,6,2,4,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
1fadf70bf19ef746,139,714,0.0018455982538970476,0.010280106376259044,6.870477676391602,False,,6.0,1e-12,1000.0,1.0,4,10,10,8,4,8,4,0,0,0,0,0,0,False,0.92923151008803,22060.903024131647,,,,,,False,0.42412974755539257,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 148 current 56 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.0

--- diagnostics ---
Structure: N=148 atoms, z span [20.0000, 23.3500] Å
Min pair"
bd4aea9382e493a8,115,714,0.0013957104781123176,0.008782179199728166,4.620269298553467,False,,6.0,1e-12,1000.0,1.0,2,14,10,10,4,4,4,2,2,0,0,0,0,False,0.4041598464449586,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 28 current 22 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.01

--- diagnostics ---
Structure: N=28 atoms, z span [20.0000, 23.3500] Å
Min pairw",False,0.2569195980147797,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 148 current 2 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.01

--- diagnostics ---
Structure: N=148 atoms, z span [20.0000, 23.3500] Å
Min pair"
34ed11d30ab11391,43,714,0.001129206129946992,0.004364149540412338,2.2469003200531006,False,,6.0,1e-12,1000.0,1.0,6,12,12,6,4,0,0,0,0,0,0,0,0,False,0.0821447985784689,0.0453247751431268,3.456707585895977,3.4644486838159807,True,False,,False,0.06573126251166748,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR: Lost atoms: original 148 current 140 (src/thermo.cpp:510)
Last input line: minimize 1e-09 0.

--- diagnostics ---
Structure: N=148 atoms, z span [20.0000, 23.3500] Å
Min pair"
bddfc11cfa1ed967,83,714,nan,nan,7.764582872390747,False,,6.0,1e-12,1000.0,1.0,0,8,12,10,6,0,0,0,0,0,0,0,0,False,nan,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR on proc 0: Non-numeric atom coords - simulation unstable (src/domain.cpp:790)

--- diagnostics ---
Structure: N=28 atoms, z span [20.0000, 23.3500] Å
Min pairwise distance (ra",False,nan,,,,,,"RuntimeError: Relaxation failed in PODLammpsCalculator.relax_structure (LAMMPS FIRE)
Original error (Exception): ERROR on proc 0: Non-numeric atom coords - simulation unstable (src/domain.cpp:790)

--- diagnostics ---
Structure: N=148 atoms, z span [20.0000, 23.3500] Å
Min pairwise distance (r"
